,Nycticebus_coucang,Otolemur_garnettii,Daubentonia_madagascariensis,Propithecus_coquereli,Indri_indri,Cheirogaleus_medius,Microcebus_murinus,Mirza_coquereli,Lemur_catta,Eulemur_fulvus,Eulemur_flavifrons,Pithecia_pithecia,Callicebus_donacophilus,Saguinus_imperator,Callithrix_jacchus,Aotus_nancymaae,Saimiri_boliviensis,Cebus_albifrons,Cebus_capucinus,Alouatta_palliata,Ateles_geoffroyi,Mandrillus_leucophaeus,Cercocebus_atys,Papio_anubis,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Erythrocebus_patas,Chlorocebus_sabaeus,Cercopithecus_neglectus,Rhinopithecus_roxellana,Rhinopithecus_bieti,Pygathrix_nemaeus,Nasalis_larvatus,Semnopithecus_entellus,Piliocolobus_tephrosceles,Colobus_angolensis,Nomascus_leucogenys,Gorilla_gorilla,Pan_troglodytes,Pan_paniscus,Homo_sapiens,Pongo_abelii,Carlito_syrichta,Galeopterus_variegatus,Tupaia_tana,Tupaia_chinensis,Oryctolagus_cuniculus,Lepus_americanus,Ochotona_princeps,Ctenodactylus_gundi,Petromus_typicus,Thryonomys_swinderianus,Heterocephalus_glaber,Fukomys_damarensis,Dolichotis_patagonum,Hydrochoerus_hydrochaeris,Cavia_tschudii,Cavia_porcellus,Cavia_aperea,Dasyprocta_punctata,Cuniculus_paca,Octodon_degus,Ctenomys_sociabilis,Myocastor_coypus,Capromys_pilorides,Chinchilla_lanigera,Dinomys_branickii,Hystrix_cristata,Rattus_norvegicus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Acomys_cahirinus,Meriones_unguiculatus,Psammomys_obesus,Mesocricetus_auratus,Cricetulus_griseus,Microtus_ochrogaster,Ondatra_zibethicus,Ellobius_talpinus,Ellobius_lutescens,Sigmodon_hispidus,Peromyscus_maniculatus,Onychomys_torridus,Cricetomys_gambianus,Nannospalax_galili,Jaculus_jaculus,Allactaga_bullata,Zapus_hudsonius,Perognathus_longimembris,Dipodomys_stephensi,Dipodomys_ordii,Castor_canadensis,Xerus_inauris,Spermophilus_dauricus,Ictidomys_tridecemlineatus,Marmota_marmota,Aplodontia_rufa,Muscardinus_avellanarius,Glis_glis,Graphiurus_murinus,Solenodon_paradoxus,Erinaceus_europaeus,Crocidura_indochinensis,Sorex_araneus,Uropsilus_gracilis,Condylura_cristata,Scalopus_aquaticus,Megaderma_lyra,Craseonycteris_thonglongyai,Hipposideros_armiger,Hipposideros_galeritus,Rhinolophus_sinicus,Macroglossus_sobrinus,Eidolon_helvum,Pteropus_vampyrus,Pteropus_alecto,Rousettus_aegyptiacus,Noctilio_leporinus,Pteronotus_parnellii,Mormoops_blainvillei,Carollia_perspicillata,Artibeus_jamaicensis,Anoura_caudifer,Tonatia_saurophila,Micronycteris_hirsuta,Desmodus_rotundus,Pipistrellus_pipistrellus,Eptesicus_fuscus,Lasiurus_borealis,Murina_feae,Myotis_myotis,Myotis_brandtii,Myotis_lucifugus,Myotis_davidii,Miniopterus_natalensis,Miniopterus_schreibersii,Tadarida_brasiliensis,Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Hippopotamus_amphibius,Eubalaena_japonica,Balaenoptera_bonaerensis,Balaenoptera_acutorostrata,Eschrichtius_robustus,Kogia_breviceps,Platanista_gangetica,Mesoplodon_bidens,Ziphius_cavirostris,Inia_geoffrensis,Lipotes_vexillifer,Neophocaena_asiaeorientalis,Phocoena_phocoena,Delphinapterus_leucas,Monodon_monoceros,Tursiops_truncatus,Orcinus_orca,Tragulus_javanicus,Moschus_moschiferus,Bubalus_bubalis,Bos_taurus,Bos_indicus,Bos_mutus,Bison_bison,Beatragus_hunteri,Ammotragus_lervia,Hemitragus_hylocrius,Capra_hircus,Capra_aegagrus,Ovis_aries,Ovis_canadensis,Pantholops_hodgsonii,Saiga_tatarica,Okapia_johnstoni,Giraffa_tippelskirchi,Antilocapra_americana,Odocoileus_virginianus,Rangifer_tarandus,Elaphurus_davidianus,Catagonus_wagneri,Sus_scrofa,Cryptoprocta_ferox,Mungos_mungo,Suricata_suricatta,Helogale_parvula,Hyaena_hyaena,Paradoxurus_hermaphroditus,Panthera_tigris,Panthera_pardus,Panthera_onca,Felis_catus,Felis_nigripes,Puma_concolor,Acinonyx_jubatus,Lycaon_pictus,Canis_lupus,Canis_lupus_familiaris,Vulpes_lagopus,Pteronura_brasiliensis,Enhydra_lutris,Mustela_putorius,Mellivora_capensis,Ailurus_fulgens,Spilogale_gracilis,Zalophus_californianus,Odobenus_rosmarus,Leptonychotes_weddellii,Mirounga_angustirostris,Neomonachus_schauinslandi,Ailuropoda_melanoleuca,Ursus_maritimus,Manis_javanica,Manis_pentadactyla,Equus_caballus,Equus_przewalskii,Equus_asinus,Tapirus_indicus,Tapirus_terrestris,Dicerorhinus_sumatrensis,Diceros_bicornis,Ceratotherium_simum,Ceratotherium_simum_cottoni,Dasypus_novemcinctus,Tolypeutes_matacus,Chaetophractus_vellerosus,Tamandua_tetradactyla,Myrmecophaga_tridactyla,Choloepus_didactylus,Choloepus_hoffmanni,Trichechus_manatus,Procavia_capensis,Heterohyrax_brucei,Loxodonta_africana,Microgale_talazaci,Echinops_telfairi,Chrysochloris_asiatica,Elephantulus_edwardii,Orycteropus_afer
Hipposideros_armiger,0.53959,0.52678,0.56178,0.58246,0.58326,0.55317,0.59279,0.59198,0.54317,0.58138,0.58067,0.53073,0.53170,0.54606,0.53607,0.55015,0.54024,0.55032,0.55026,0.54232,0.53933,0.50916,0.50946,0.51014,0.51868,0.51799,0.50670,0.51037,0.51055,0.51196,0.52281,0.52304,0.52311,0.51388,0.51311,0.51412,0.51313,0.49922,0.50107,0.49847,0.49844,0.49804,0.50469,0.47985,0.43227,0.47664,0.46554,0.52522,0.53957,0.56495,0.42064,0.65973,0.65777,0.63370,0.65563,0.68199,0.68164,0.66807,0.66775,0.67449,0.67744,0.65865,0.68306,0.70522,0.70235,0.70526,0.65660,0.67947,0.60675,0.74641,0.74680,0.75252,0.74797,0.74541,0.75176,0.75917,0.71895,0.64292,0.60535,0.60891,0.62006,0.61896,0.61848,0.62374,0.60382,0.60417,0.59500,0.63355,0.52785,0.54678,0.54125,0.45270,0.44434,0.44319,0.42958,0.40284,0.58385,0.43524,0.45241,0.51939,0.42270,0.40284,0.43641,0.29768,0.48172,0.41041,0.53483,0.31872,0.47792,0.50062,0.22667,0.12075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros_galeritus,0.56965,0.55684,0.59184,0.61252,0.61332,0.58323,0.62285,0.62204,0.57323,0.61144,0.61073,0.56079,0.56176,0.57612,0.56613,0.58021,0.57030,0.58038,0.58032,0.57238,0.56939,0.53922,0.53952,0.54020,0.54874,0.54805,0.53676,0.54043,0.54061,0.54202,0.55287,0.55310,0.55317,0.54394,0.54317,0.54418,0.54319,0.52928,0.53113,0.52853,0.52850,0.52810,0.53475,0.50991,0.46233,0.50670,0.49560,0.55528,0.56963,0.59501,0.45070,0.68979,0.68783,0.66376,0.68569,0.71205,0.71170,0.69813,0.69781,0.70455,0.70750,0.68871,0.71312,0.73528,0.73241,0.73532,0.68666,0.70953,0.63681,0.77647,0.77686,0.78258,0.77803,0.77547,0.78182,0.78923,0.74901,0.67298,0.63541,0.63897,0.65012,0.64902,0.64854,0.65380,0.63388,0.63423,0.62506,0.66361,0.55791,0.57684,0.57131,0.48276,0.47440,0.47325,0.45964,0.43290,0.61391,0.46530,0.48247,0.54945,0.45276,0.43290,0.46647,0.32774,0.51178,0.44047,0.56489,0.34878,0.50798,0.53068,0.25673,0.15081,0.05212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinolophus_sinicus,0.56615,0.55334,0.58834,0.60902,0.60982,0.57973,0.61935,0.61854,0.56973,0.60794,0.60723,0.55729,0.55826,0.57262,0.56263,0.57671,0.56680,0.57688,0.57682,0.56888,0.56589,0.53572,0.53602,0.53670,0.54524,0.54455,0.53326,0.53693,0.53711,0.53852,0.54937,0.54960,0.54967,0.54044,0.53967,0.54068,0.53969,0.52578,0.52763,0.52503,0.52500,0.52460,0.53125,0.50641,0.45883,0.50320,0.49210,0.55178,0.56613,0.59151,0.44720,0.68629,0.68433,0.66026,0.68219,0.70855,0.70820,0.69463,0.69431,0.70105,0.70400,0.68521,0.70962,0.73178,0.72891,0.73182,0.68316,0.70603,0.63331,0.77297,0.77336,0.77908,0.77453,0.77197,0.77832,0.78573,0.74551,0.66948,0.63191,0.63547,0.64662,0.64552,0.64504,0.65030,0.63038,0.63073,0.62156,0.66011,0.55441,0.57334,0.56781,0.47926,0.47090,0.46975,0.45614,0.42940,0.61041,0.46180,0.47897,0.54595,0.44926,0.42940,0.46297,0.32424,0.50828,0.43697,0.56139,0.34528,0.50448,0.52718,0.25323,0.14731,0.08210,0.11216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroglossus_sobrinus,0.51182,0.49901,0.53401,0.55469,0.55549,0.52540,0.56502,0.56421,0.51540,0.55361,0.55290,0.50296,0.50393,0.51829,0.50830,0.52238,0.51247,0.52255,0.52249,0.51455,0.51156,0.48139,0.48169,0.48237,0.49091,0.49022,0.47893,0.48260,0.48278,0.48419,0.49504,0.49527,0.49534,0.48611,0.48534,0.48635,0.48536,0.47145,0.47330,0.47070,0.47067,0.47027,0.47692,0.45208,0.40450,0.44887,0.43777,0.49745,0.51180,0.53718,0.39287,0.63196,0.63000,0.60593,0.62786,0.65422,0.65387,0.64030,0.63998,0.64672,0.64967,0.63088,0.65529,0.67745,0.67458,0.67749,0.62883,0.65170,0.57898,0.71864,0.71903,0.72475,0.72020,0.71764,0.72399,0.73140,0.69118,0.61515,0.57758,0.58114,0.59229,0.59119,0.59071,0.59597,0.57605,0.57640,0.56723,0.60578,0.50008,0.51901,0.51348,0.42493,0.41657,0.41542,0.40181,0.37507,0.55608,0.40747,0.42464,0.49162,0.39493,0.37507,0.40864,0.26991,0.45395,0.38264,0.50706,0.29095,0.45015,0.47285,0.21890,0.11298,0.09917,0.12923,0.12573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidolon_helvum,0.52045,0.50764,0.54264,0.56332,0.56412,0.53403,0.57365,0.57284,0.52403,0.56224,0.56153,0.51159,0.51256,0.52692,0.51693,0.53101,0.52110,0.53118,0.53112,0.52318,0.52019,0.49002,0.49032,0.49100,0.49954,0.49885,0.48756,0.49123,0.49141,0.49282,0.50367,0.50390,0.50397,0.49474,0.49397,0.49498,0.49399,0.48008,0.48193,0.47933,0.47930,0.47890,0.48555,0.46071,0.41313,0.45750,0.44640,0.50608,0.52043,0.54581,0.40150,0.64059,0.63863,0.61456,0.63649,0.66285,0.66250,0.64893,0.64861,0.65535,0.65830,0.63951,0.66392,0.68608,0.68321,0.68612,0.63746,0.66033,0.58761,0.72727,0.72766,0.73338,0.72883,0.72627,0.73262,0.74003,0.69981,0.62378,0.58621,0.58977,0.60092,0.59982,0.59934,0.60460,0.58468,0.58503,0.57586,0.61441,0.50871,0.52764,0.52211,0.43356,0.42520,0.42405,0.41044,0.38370,0.56471,0.41610,0.43327,0.50025,0.40356,0.38370,0.41727,0.27854,0.46258,0.39127,0.51569,0.29958,0.45878,0.48148,0.22753,0.12161,0.10780,0.13786,0.13436,0.07515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteropus_vampyrus,0.54914,0.53633,0.57133,0.59201,0.59281,0.56272,0.60234,0.60153,0.55272,0.59093,0.59022,0.54028,0.54125,0.55561,0.54562,0.55970,0.54979,0.55987,0.55981,0.55187,0.54888,0.51871,0.51901,0.51969,0.52823,0.52754,0.51625,0.51992,0.52010,0.52151,0.53236,0.53259,0.53266,0.52343,0.52266,0.52367,0.52268,0.50877,0.51062,0.50802,0.50799,0.50759,0.51424,0.48940,0.44182,0.48619,0.47509,0.53477,0.54912,0.57450,0.43019,0.66928,0.66732,0.64325,0.66518,0.69154,0.69119,0.67762,0.67730,0.68404,0.68699,0.66820,0.69261,0.71477,0.71190,0.71481,0.66615,0.68902,0.61630,0.75596,0.75635,0.76207,0.75752,0.75496,0.76131,0.76872,0.72850,0.65247,0.61490,0.61846,0.62961,0.62851,0.62803,0.63329,0.61337,0.61372,0.60455,0.64310,0.53740,0.55633,0.55080,0.46225,0.45389,0.45274,0.43913,0.41239,0.59340,0.44479,0.46196,0.52894,0.43225,0.41239,0.44596,0.30723,0.49127,0.41996,0.54438,0.32827,0.48747,0.51017,0.25622,0.15030,0.13649,0.16655,0.16305,0.10384,0.09247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteropus_alecto,0.52543,0.51262,0.54762,0.56830,0.56910,0.53901,0.57863,0.57782,0.52901,0.56722,0.56651,0.51657,0.51754,0.53190,0.52191,0.53599,0.52608,0.53616,0.53610,0.52816,0.52517,0.49500,0.49530,0.49598,0.50452,0.50383,0.49254,0.49621,0.49639,0.49780,0.50865,0.50888,0.50895,0.49972,0.49895,0.49996,0.49897,0.48506,0.48691,0.48431,0.48428,0.48388,0.49053,0.46569,0.41811,0.46248,0.45138,0.51106,0.52541,0.55079,0.40648,0.64557,0.64361,0.61954,0.64147,0.66783,0.66748,0.65391,0.65359,0.66033,0.66328,0.64449,0.66890,0.69106,0.68819,0.69110,0.64244,0.66531,0.59259,0.73225,0.73264,0.73836,0.73381,0.73125,0.73760,0.74501,0.70479,0.62876,0.59119,0.59475,0.60590,0.60480,0.60432,0.60958,0.58966,0.59001,0.58084,0.61939,0.51369,0.53262,0.52709,0.43854,0.43018,0.42903,0.41542,0.38868,0.56969,0.42108,0.43825,0.50523,0.40854,0.38868,0.42225,0.28352,0.46756,0.39625,0.52067,0.30456,0.46376,0.48646,0.23251,0.12659,0.11278,0.14284,0.13934,0.08013,0.06876,0.05745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rousettus_aegyptiacus,0.53172,0.51891,0.55391,0.57459,0.57539,0.54530,0.58492,0.58411,0.53530,0.57351,0.57280,0.52286,0.52383,0.53819,0.52820,0.54228,0.53237,0.54245,0.54239,0.53445,0.53146,0.50129,0.50159,0.50227,0.51081,0.51012,0.49883,0.50250,0.50268,0.50409,0.51494,0.51517,0.51524,0.50601,0.50524,0.50625,0.50526,0.49135,0.49320,0.49060,0.49057,0.49017,0.49682,0.47198,0.42440,0.46877,0.45767,0.51735,0.53170,0.55708,0.41277,0.65186,0.64990,0.62583,0.64776,0.67412,0.67377,0.66020,0.65988,0.66662,0.66957,0.65078,0.67519,0.69735,0.69448,0.69739,0.64873,0.67160,0.59888,0.73854,0.73893,0.74465,0.74010,0.73754,0.74389,0.75130,0.71108,0.63505,0.59748,0.60104,0.61219,0.61109,0.61061,0.61587,0.59595,0.59630,0.58713,0.62568,0.51998,0.53891,0.53338,0.44483,0.43647,0.43532,0.42171,0.39497,0.57598,0.42737,0.44454,0.51152,0.41483,0.39497,0.42854,0.28981,0.47385,0.40254,0.52696,0.31085,0.47005,0.49275,0.23880,0.13288,0.11907,0.14913,0.14563,0.08642,0.07505,0.08374,0.06003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noctilio_leporinus,0.48367,0.47086,0.50586,0.52654,0.52734,0.49725,0.53687,0.53606,0.48725,0.52546,0.52475,0.47481,0.47578,0.49014,0.48015,0.49423,0.48432,0.49440,0.49434,0.48640,0.48341,0.45324,0.45354,0.45422,0.46276,0.46207,0.45078,0.45445,0.45463,0.45604,0.46689,0.46712,0.46719,0.45796,0.45719,0.45820,0.45721,0.44330,0.44515,0.44255,0.44252,0.44212,0.44877,0.42393,0.37635,0.42072,0.40962,0.46930,0.48365,0.50903,0.36472,0.60381,0.60185,0.57778,0.59971,0.62607,0.62572,0.61215,0.61183,0.61857,0.62152,0.60273,0.62714,0.64930,0.64643,0.64934,0.60068,0.62355,0.55083,0.69049,0.69088,0.69660,0.69205,0.68949,0.69584,0.70325,0.66303,0.58700,0.54943,0.55299,0.56414,0.56304,0.56256,0.56782,0.54790,0.54825,0.53908,0.57763,0.47193,0.49086,0.48533,0.39678,0.38842,0.38727,0.37366,0.34692,0.52793,0.37932,0.39649,0.46347,0.36678,0.34692,0.38049,0.24176,0.42580,0.35449,0.47891,0.26280,0.42200,0.44470,0.37731,0.27139,0.25758,0.28764,0.28414,0.22981,0.23844,0.26713,0.24342,0.24971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteronotus_parnellii,0.58447,0.57166,0.60666,0.62734,0.62814,0.59805,0.63767,0.63686,0.58805,0.62626,0.62555,0.57561,0.57658,0.59094,0.58095,0.59503,0.58512,0.59520,0.59514,0.58720,0.58421,0.55404,0.55434,0.55502,0.56356,0.56287,0.55158,0.55525,0.55543,0.55684,0.56769,0.56792,0.56799,0.55876,0.55799,0.55900,0.55801,0.54410,0.54595,0.54335,0.54332,0.54292,0.54957,0.52473,0.47715,0.52152,0.51042,0.57010,0.58445,0.60983,0.46552,0.70461,0.70265,0.67858,0.70051,0.72687,0.72652,0.71295,0.71263,0.71937,0.72232,0.70353,0.72794,0.75010,0.74723,0.75014,0.70148,0.72435,0.65163,0.79129,0.79168,0.79740,0.79285,0.79029,0.79664,0.80405,0.76383,0.68780,0.65023,0.65379,0.66494,0.66384,0.66336,0.66862,0.64870,0.64905,0.63988,0.67843,0.57273,0.59166,0.58613,0.49758,0.48922,0.48807,0.47446,0.44772,0.62873,0.48012,0.49729,0.56427,0.46758,0.44772,0.48129,0.34256,0.52660,0.45529,0.57971,0.36360,0.52280,0.54550,0.47811,0.37219,0.35838,0.38844,0.38494,0.33061,0.33924,0.36793,0.34422,0.35051,0.22804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mormoops_blainvillei,0.59548,0.58267,0.61767,0.63835,0.63915,0.60906,0.64868,0.64787,0.59906,0.63727,0.63656,0.58662,0.58759,0.60195,0.59196,0.60604,0.59613,0.60621,0.60615,0.59821,0.59522,0.56505,0.56535,0.56603,0.57457,0.57388,0.56259,0.56626,0.56644,0.56785,0.57870,0.57893,0.57900,0.56977,0.56900,0.57001,0.56902,0.55511,0.55696,0.55436,0.55433,0.55393,0.56058,0.53574,0.48816,0.53253,0.52143,0.58111,0.59546,0.62084,0.47653,0.71562,0.71366,0.68959,0.71152,0.73788,0.73753,0.72396,0.72364,0.73038,0.73333,0.71454,0.73895,0.76111,0.75824,0.76115,0.71249,0.73536,0.66264,0.80230,0.80269,0.80841,0.80386,0.80130,0.80765,0.81506,0.77484,0.69881,0.66124,0.66480,0.67595,0.67485,0.67437,0.67963,0.65971,0.66006,0.65089,0.68944,0.58374,0.60267,0.59714,0.50859,0.50023,0.49908,0.48547,0.45873,0.63974,0.49113,0.50830,0.57528,0.47859,0.45873,0.49230,0.35357,0.53761,0.46630,0.59072,0.37461,0.53381,0.55651,0.48912,0.38320,0.36939,0.39945,0.39595,0.34162,0.35025,0.37894,0.35523,0.36152,0.23905,0.29985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carollia_perspicillata,0.50922,0.49641,0.53141,0.55209,0.55289,0.52280,0.56242,0.56161,0.51280,0.55101,0.55030,0.50036,0.50133,0.51569,0.50570,0.51978,0.50987,0.51995,0.51989,0.51195,0.50896,0.47879,0.47909,0.47977,0.48831,0.48762,0.47633,0.48000,0.48018,0.48159,0.49244,0.49267,0.49274,0.48351,0.48274,0.48375,0.48276,0.46885,0.47070,0.46810,0.46807,0.46767,0.47432,0.44948,0.40190,0.44627,0.43517,0.49485,0.50920,0.53458,0.39027,0.62936,0.62740,0.60333,0.62526,0.65162,0.65127,0.63770,0.63738,0.64412,0.64707,0.62828,0.65269,0.67485,0.67198,0.67489,0.62623,0.64910,0.57638,0.71604,0.71643,0.72215,0.71760,0.71504,0.72139,0.72880,0.68858,0.61255,0.57498,0.57854,0.58969,0.58859,0.58811,0.59337,0.57345,0.57380,0.56463,0.60318,0.49748,0.51641,0.51088,0.42233,0.41397,0.41282,0.39921,0.37247,0.55348,0.40487,0.42204,0.48902,0.39233,0.37247,0.40604,0.26731,0.45135,0.38004,0.50446,0.28835,0.44755,0.47025,0.40286,0.29694,0.28313,0.31319,0.30969,0.25536,0.26399,0.29268,0.26897,0.27526,0.15279,0.23359,0.24460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artibeus_jamaicensis,0.56915,0.55634,0.59134,0.61202,0.61282,0.58273,0.62235,0.62154,0.57273,0.61094,0.61023,0.56029,0.56126,0.57562,0.56563,0.57971,0.56980,0.57988,0.57982,0.57188,0.56889,0.53872,0.53902,0.53970,0.54824,0.54755,0.53626,0.53993,0.54011,0.54152,0.55237,0.55260,0.55267,0.54344,0.54267,0.54368,0.54269,0.52878,0.53063,0.52803,0.52800,0.52760,0.53425,0.50941,0.46183,0.50620,0.49510,0.55478,0.56913,0.59451,0.45020,0.68929,0.68733,0.66326,0.68519,0.71155,0.71120,0.69763,0.69731,0.70405,0.70700,0.68821,0.71262,0.73478,0.73191,0.73482,0.68616,0.70903,0.63631,0.77597,0.77636,0.78208,0.77753,0.77497,0.78132,0.78873,0.74851,0.67248,0.63491,0.63847,0.64962,0.64852,0.64804,0.65330,0.63338,0.63373,0.62456,0.66311,0.55741,0.57634,0.57081,0.48226,0.47390,0.47275,0.45914,0.43240,0.61341,0.46480,0.48197,0.54895,0.45226,0.43240,0.46597,0.32724,0.51128,0.43997,0.56439,0.34828,0.50748,0.53018,0.46279,0.35687,0.34306,0.37312,0.36962,0.31529,0.32392,0.35261,0.32890,0.33519,0.21272,0.29352,0.30453,0.13827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anoura_caudifer,0.50308,0.49027,0.52527,0.54595,0.54675,0.51666,0.55628,0.55547,0.50666,0.54487,0.54416,0.49422,0.49519,0.50955,0.49956,0.51364,0.50373,0.51381,0.51375,0.50581,0.50282,0.47265,0.47295,0.47363,0.48217,0.48148,0.47019,0.47386,0.47404,0.47545,0.48630,0.48653,0.48660,0.47737,0.47660,0.47761,0.47662,0.46271,0.46456,0.46196,0.46193,0.46153,0.46818,0.44334,0.39576,0.44013,0.42903,0.48871,0.50306,0.52844,0.38413,0.62322,0.62126,0.59719,0.61912,0.64548,0.64513,0.63156,0.63124,0.63798,0.64093,0.62214,0.64655,0.66871,0.66584,0.66875,0.62009,0.64296,0.57024,0.70990,0.71029,0.71601,0.71146,0.70890,0.71525,0.72266,0.68244,0.60641,0.56884,0.57240,0.58355,0.58245,0.58197,0.58723,0.56731,0.56766,0.55849,0.59704,0.49134,0.51027,0.50474,0.41619,0.40783,0.40668,0.39307,0.36633,0.54734,0.39873,0.41590,0.48288,0.38619,0.36633,0.39990,0.26117,0.44521,0.37390,0.49832,0.28221,0.44141,0.46411,0.39672,0.29080,0.27699,0.30705,0.30355,0.24922,0.25785,0.28654,0.26283,0.26912,0.14665,0.22745,0.23846,0.09220,0.15213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonatia_saurophila,0.55441,0.54160,0.57660,0.59728,0.59808,0.56799,0.60761,0.60680,0.55799,0.59620,0.59549,0.54555,0.54652,0.56088,0.55089,0.56497,0.55506,0.56514,0.56508,0.55714,0.55415,0.52398,0.52428,0.52496,0.53350,0.53281,0.52152,0.52519,0.52537,0.52678,0.53763,0.53786,0.53793,0.52870,0.52793,0.52894,0.52795,0.51404,0.51589,0.51329,0.51326,0.51286,0.51951,0.49467,0.44709,0.49146,0.48036,0.54004,0.55439,0.57977,0.43546,0.67455,0.67259,0.64852,0.67045,0.69681,0.69646,0.68289,0.68257,0.68931,0.69226,0.67347,0.69788,0.72004,0.71717,0.72008,0.67142,0.69429,0.62157,0.76123,0.76162,0.76734,0.76279,0.76023,0.76658,0.77399,0.73377,0.65774,0.62017,0.62373,0.63488,0.63378,0.63330,0.63856,0.61864,0.61899,0.60982,0.64837,0.54267,0.56160,0.55607,0.46752,0.45916,0.45801,0.44440,0.41766,0.59867,0.45006,0.46723,0.53421,0.43752,0.41766,0.45123,0.31250,0.49654,0.42523,0.54965,0.33354,0.49274,0.51544,0.44805,0.34213,0.32832,0.35838,0.35488,0.30055,0.30918,0.33787,0.31416,0.32045,0.19798,0.27878,0.28979,0.16353,0.22346,0.15739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
